date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:49:08	26368/26368	---M--	200	added ('OK')	text/css	date:Mon,%2008%20Sep%202025%2016:25:44%20GMT	https://speedygarageservices.com/wp-content/plugins/metform/public/assets/css/style.css?ver=4.0.6	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/metform/public/assets/css/style8603.css	(from https://speedygarageservices.com/)
21:49:08	4298/4298	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:04:50%20GMT	https://speedygarageservices.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.32.5	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementor/assets/css/widget-divider.min9287.css	(from https://speedygarageservices.com/)
21:49:09	61296/61296	---M--	200	added ('OK')	text/css	date:Tue,%2002%20Dec%202025%2022:32:39%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/css/post-9.css?ver=1764714759	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/css/post-99ef1.css	(from https://speedygarageservices.com/)
21:49:09	19978/19978	---M--	200	added ('OK')	text/css	date:Tue,%2002%20Dec%202025%2022:26:38%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/css/post-11.css?ver=1764714398	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/css/post-113401.css	(from https://speedygarageservices.com/)
21:49:09	27324/27324	---M--	200	added ('OK')	text/css	date:Thu,%2018%20Sep%202025%2018:32:59%20GMT	https://speedygarageservices.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.20.1	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min78fb.css	(from https://speedygarageservices.com/)
21:49:09	30999/30999	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:05:32%20GMT	https://speedygarageservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://speedygarageservices.com/)
21:49:09	15673/15673	---M--	200	added ('OK')	text/css	date:Tue,%2002%20Dec%202025%2022:26:38%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/css/post-1315.css?ver=1764714398	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/css/post-13153401.css	(from https://speedygarageservices.com/)
21:49:10	30347/30347	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:01:22%20GMT	https://speedygarageservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.7.4	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsivef6c4.css	(from https://speedygarageservices.com/)
21:49:10	7746/7746	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:01:42%20GMT	https://speedygarageservices.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=6.3.3	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min5c45.css	(from https://speedygarageservices.com/)
21:49:10	466167/466167	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:01:22%20GMT	https://speedygarageservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.7.4	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-stylesf6c4.css	(from https://speedygarageservices.com/)
21:49:10	1576/1576	---M--	200	added ('OK')	text/css	date:Thu,%2018%20Sep%202025%2018:33:05%20GMT	https://speedygarageservices.com/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/slick.css?ver=3.20.1	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/slick78fb.css	(from https://speedygarageservices.com/)
21:49:10	2977/2977	---M--	200	added ('OK')	text/css	date:Thu,%2018%20Sep%202025%2018:33:05%20GMT	https://speedygarageservices.com/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/slick-theme.css?ver=3.20.1	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/slick-theme78fb.css	(from https://speedygarageservices.com/)
21:49:11	2987/2987	---M--	200	added ('OK')	text/css	date:Tue,%2002%20Dec%202025%2009:11:04%20GMT	https://speedygarageservices.com/wp-content/uploads/happyaddons/css/ha-9.css?ver=3.20.1.1764666653	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/happyaddons/css/ha-96e03.css	(from https://speedygarageservices.com/)
21:49:11	103320/103320	---M--	200	added ('OK')	text/css	date:Mon,%2008%20Sep%202025%2016:27:53%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1757348873	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/google-fonts/css/robotocdb2.css	(from https://speedygarageservices.com/)
21:49:11	24093/24093	---M--	200	added ('OK')	text/css	date:Mon,%2008%20Sep%202025%2016:28:07%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1757348887	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/google-fonts/css/robotoslab4298.css	(from https://speedygarageservices.com/)
21:49:11	36612/36612	---M--	200	added ('OK')	text/css	date:Mon,%2008%20Sep%202025%2016:28:28%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/google-fonts/css/montserrat.css?ver=1757348908	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/google-fonts/css/montserrat02c4.css	(from https://speedygarageservices.com/)
21:49:11	24514/24514	---M--	200	added ('OK')	text/css	date:Mon,%2008%20Sep%202025%2016:28:31%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/google-fonts/css/plusjakartasans.css?ver=1757348911	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/google-fonts/css/plusjakartasansa5b0.css	(from https://speedygarageservices.com/)
21:49:12	87553/87553	---M--	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2015:14:24%20GMT	https://speedygarageservices.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://speedygarageservices.com/)
21:49:12	13577/13577	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2003:49:24%20GMT	https://speedygarageservices.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://speedygarageservices.com/)
21:49:12	15073/15073	---M--	200	added ('OK')	application/javascript	date:Thu,%2023%20Oct%202025%2018:05:34%20GMT	https://speedygarageservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.32.5	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min9287.js	(from https://speedygarageservices.com/)
21:49:13	22305/22305	---M--	200	added ('OK')	application/javascript	date:Thu,%2018%20Sep%202025%2018:33:03%20GMT	https://speedygarageservices.com/wp-content/plugins/happy-elementor-addons/assets/vendor/dom-purify/purify.min.js?ver=3.1.6	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/happy-elementor-addons/assets/vendor/dom-purify/purify.min005e.js	(from https://speedygarageservices.com/)
21:49:15	858/858	---MC-	200	added ('OK')	text/xml	date:Wed,%2017%20Dec%202025%2014:49:14%20GMT	https://speedygarageservices.com/xmlrpc.php?rsd	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/xmlrpc0db0.php	(from https://speedygarageservices.com/)
21:49:17	134/134	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2017%20Dec%202025%2014:49:16%20GMT	http://code.tidio.co/	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/code.tidio.co/index.html	(from https://speedygarageservices.com/)
21:49:17	322157/322157	---MC-	200	added ('OK')	application/json	date:Wed,%2017%20Dec%202025%2014:49:13%20GMT	https://speedygarageservices.com/wp-json/wp/v2/pages/9	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-json/wp/v2/pages/9.json	(from https://speedygarageservices.com/)
21:49:17	598905/598905	---MC-	200	added ('OK')	application/json	date:Wed,%2017%20Dec%202025%2014:49:13%20GMT	https://speedygarageservices.com/wp-json/	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-json/index.html	(from https://speedygarageservices.com/)
21:49:17	6911/6911	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Mar%202024%2019:58:20%20GMT	https://speedygarageservices.com/wp-content/uploads/2024/02/speedy-logo-150x150.jpg	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/2024/02/speedy-logo-150x150.jpg	(from https://speedygarageservices.com/)
21:49:17	95681/95681	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Mar%202024%2019:58:20%20GMT	https://speedygarageservices.com/wp-content/uploads/2024/02/speedy-logo.jpg	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/2024/02/speedy-logo.jpg	(from https://speedygarageservices.com/)
21:49:17	3246/3246	---M--	200	added ('OK')	text/css	date:Tue,%2002%20Dec%202025%2022:32:39%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/css/post-313.css?ver=1764714759	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/css/post-3139ef1.css	(from https://speedygarageservices.com/)
21:49:18	94825/94825	---M--	200	added ('OK')	text/css	date:Tue,%2002%20Dec%202025%2022:32:39%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/css/post-125.css?ver=1764714759	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/css/post-1259ef1.css	(from https://speedygarageservices.com/)
21:49:18	13240/13240	---M--	200	added ('OK')	text/css	date:Tue,%2002%20Dec%202025%2022:32:40%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/css/post-259.css?ver=1764714760	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/css/post-25989ea.css	(from https://speedygarageservices.com/)
21:49:18	3117/3117	---M--	200	added ('OK')	text/css	date:Tue,%2002%20Dec%202025%2022:32:40%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/css/post-150.css?ver=1764714760	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/css/post-15089ea.css	(from https://speedygarageservices.com/)
21:49:18	16471/16471	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:05:38%20GMT	https://speedygarageservices.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://speedygarageservices.com/)
21:49:18	5486/5486	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:04:47%20GMT	https://speedygarageservices.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.32.5	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min9287.css	(from https://speedygarageservices.com/)
21:49:19	19692/19692	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:03:57%20GMT	https://speedygarageservices.com/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.min.css?ver=3.32.3	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.min8e60.css	(from https://speedygarageservices.com/)
21:49:19	3847/3847	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:03:58%20GMT	https://speedygarageservices.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min.css?ver=3.32.3	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min8e60.css	(from https://speedygarageservices.com/)
21:49:19	1144/1144	---M--	200	added ('OK')	text/css	date:Tue,%2002%20Dec%202025%2022:32:40%20GMT	https://speedygarageservices.com/wp-content/uploads/elementor/css/post-88.css?ver=1764714760	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/elementor/css/post-8889ea.css	(from https://speedygarageservices.com/)
21:49:19	382/382	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:04:50%20GMT	https://speedygarageservices.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.32.5	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min9287.css	(from https://speedygarageservices.com/)
21:49:19	25565/25565	---M--	200	added ('OK')	text/css	date:Thu,%2018%20Sep%202025%2018:45:58%20GMT	https://speedygarageservices.com/wp-content/plugins/jet-elements/assets/css/jet-elements.css?ver=2.7.10.1	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/jet-elements/assets/css/jet-elementsbb9d.css	(from https://speedygarageservices.com/)
21:49:20	21459/21459	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Feb%202024%2010:30:02%20GMT	https://speedygarageservices.com/wp-content/uploads/2024/02/sameday2.png	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/2024/02/sameday2.png	(from https://speedygarageservices.com/)
21:49:20	2623/2623	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Feb%202024%2010:30:43%20GMT	https://speedygarageservices.com/wp-content/uploads/2024/02/haeder-phone-icon.png	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/2024/02/haeder-phone-icon.png	(from https://speedygarageservices.com/)
21:49:20	125356/125356	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Oct%202025%2018:01:15%20GMT	https://speedygarageservices.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.7.4	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticonsf6c4.css	(from https://speedygarageservices.com/)
21:49:20	2002/2002	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Feb%202024%2010:58:02%20GMT	https://speedygarageservices.com/wp-content/uploads/2024/02/list-bullet.png	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/2024/02/list-bullet.png	(from https://speedygarageservices.com/)
21:49:21	32161/32161	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2017:00:42%20GMT	https://speedygarageservices.com/wp-content/uploads/2025/04/1.png	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/2025/04/1.png	(from https://speedygarageservices.com/)
21:49:21	13914/13914	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2018:17:02%20GMT	https://speedygarageservices.com/wp-content/uploads/2025/04/2-1.png	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/2025/04/2-1.png	(from https://speedygarageservices.com/)
21:49:22	39372/39372	---M--	200	added ('OK')	image/webp	date:Fri,%2025%20Apr%202025%2017:00:44%20GMT	https://speedygarageservices.com/wp-content/uploads/2025/04/3.webp	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/2025/04/3.webp	(from https://speedygarageservices.com/)
21:49:22	238204/238204	---MC-	200	added ('OK')	text/html	date:Wed,%2017%20Dec%202025%2014:49:21%20GMT	https://speedygarageservices.com/about-us/	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/about-us/index.html	(from https://speedygarageservices.com/)
21:49:22	22857/22857	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2018:17:20%20GMT	https://speedygarageservices.com/wp-content/uploads/2025/04/4-1.png	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/wp-content/uploads/2025/04/4-1.png	(from https://speedygarageservices.com/)
21:49:23	256412/256412	---MC-	200	added ('OK')	text/html	date:Wed,%2017%20Dec%202025%2014:49:21%20GMT	https://speedygarageservices.com/broken-spring-repair/	C:/Users/OxGh0/OneDrive/Desktop/Chicopee%20Garage%20Door/speedygarageservices.com/broken-spring-repair/index.html	(from https://speedygarageservices.com/)
